iter	Logloss
143	0.3015655211
144	0.3015362489
145	0.3015107332
146	0.3014693333
147	0.3014543377
148	0.3014183515
149	0.3013974058
150	0.301367438
151	0.3013637126
152	0.3013483345
153	0.3013203237
154	0.3012907572
155	0.3012755245
156	0.3012611751
157	0.3012362436
158	0.3012140094
159	0.3012000595
160	0.3011806046
161	0.301164903
162	0.3011426807
163	0.3011280926
164	0.3011132802
165	0.3011055908
166	0.3010776322
167	0.3010610615
168	0.3010438233
169	0.3010253979
170	0.300999061
171	0.3009844307
172	0.3009717014
173	0.3009633791
174	0.3009477078
175	0.3009274566
176	0.3009192157
177	0.3008974693
178	0.3008833471
179	0.3008624376
180	0.3008433894
181	0.3008312424
182	0.3008066947
183	0.30078686
184	0.3007698452
185	0.3007458384
186	0.3007275218
187	0.3007135354
188	0.3006892309
189	0.3006660162
190	0.3006517441
191	0.3006348472
192	0.3006286085
193	0.3006117045
194	0.3006035979
195	0.300585105
196	0.3005533924
197	0.3005427501
198	0.3005322848
199	0.3005138781
200	0.3005016691
201	0.3004951468
202	0.3004829482
203	0.300462536
204	0.3004237593
205	0.3004014428
206	0.3003800952
207	0.3003691151
208	0.3003627872
209	0.3003368461
210	0.3003134279
211	0.3002919474
212	0.3002737307
213	0.3002504724
214	0.3002359244
215	0.3002152565
216	0.3001851784
217	0.3001758825
218	0.3001744647
219	0.3001661757
220	0.3001661743
221	0.3001554326
222	0.3001429827
223	0.3001290213
224	0.3001109045
225	0.3001036537
226	0.300096181
227	0.3000780934
228	0.3000736736
229	0.3000462872
230	0.3000330052
231	0.3000254652
232	0.3000107932
233	0.2999738091
234	0.2999599847
235	0.2999573205
236	0.2999454403
237	0.2999283867
238	0.2999177125
239	0.2998943314
240	0.2998671372
241	0.2998553777
242	0.2998447196
243	0.2998336243
244	0.299813594
245	0.2997932346
246	0.2997736651
247	0.2997642331
248	0.2997492435
249	0.2997388317
250	0.2997341384
251	0.2997048694
252	0.2996856604
253	0.2996693001
254	0.2996494391
255	0.2996251485
256	0.2996171336
257	0.299589841
258	0.2995875287
259	0.2995715036
260	0.2995574101
261	0.299546694
262	0.2995304794
263	0.299502095
264	0.2994903589
265	0.2994774672
266	0.2994639536
267	0.2994615279
268	0.2994382562
269	0.29942488
270	0.2994077573
271	0.2993886314
272	0.2993765972
273	0.2993693948
274	0.2993499672
275	0.2993357934
276	0.2993242045
277	0.299319655
278	0.2992970539
279	0.2992772857
280	0.2992568997
281	0.2992504944
282	0.2992395245
283	0.2992345751
284	0.2992083555
285	0.2991877514
286	0.2991743927
287	0.2991612585
288	0.2991500585
289	0.29913196
290	0.299117653
291	0.2990938497
292	0.2990824247
293	0.2990494898
294	0.299037863
295	0.2990091602
296	0.2989915247
297	0.2989690758
298	0.2989555244
299	0.2989440212
300	0.2989263966
301	0.2989072569
302	0.2988838574
303	0.2988712257
304	0.2988502548
305	0.2988389385
306	0.2988300874
307	0.2988142429
308	0.2988031882
309	0.2987837542
310	0.2987744817
311	0.2987555833
312	0.2987442298
313	0.2987275952
314	0.2987076861
315	0.2986926016
316	0.2986714945
317	0.2986580639
318	0.2986471318
319	0.2986265029
320	0.2986055991
321	0.2985906655
322	0.2985753408
323	0.2985616525
324	0.2985452153
325	0.2985285611
326	0.298515779
327	0.2985026426
328	0.2984878287
329	0.298469502
330	0.2984616826
331	0.2984451138
332	0.2984285781
333	0.2984064848
334	0.2983929457
335	0.2983815757
336	0.2983726602
337	0.2983557889
338	0.2983504727
339	0.2983419363
340	0.2983292336
341	0.2983144488
342	0.2983039813
343	0.2982952373
344	0.2982830915
345	0.2982735469
346	0.2982636595
347	0.2982578849
348	0.2982546257
349	0.2982492944
350	0.2982414334
351	0.2982276886
352	0.298216699
353	0.298212817
354	0.2982049542
355	0.298195075
356	0.298182568
357	0.2981749906
358	0.2981679498
359	0.2981469303
360	0.2981399202
361	0.2981327121
362	0.2981196696
363	0.2981109533
364	0.2981024893
365	0.2980838647
366	0.298066573
367	0.2980477922
368	0.2980411972
369	0.2980223432
370	0.2980110999
371	0.2979946699
372	0.2979890305
373	0.2979721155
374	0.2979619622
375	0.2979495284
376	0.2979371643
377	0.2979276874
378	0.2979169615
379	0.2979095715
380	0.2978946095
381	0.297889613
382	0.2978816037
383	0.2978752936
384	0.2978666301
385	0.2978487599
386	0.2978472113
387	0.2978340004
388	0.2978210975
389	0.2978140233
390	0.297804401
391	0.2978006948
392	0.2977951087
393	0.2977883088
394	0.2977785774
395	0.2977671684
396	0.2977589093
397	0.2977513785
398	0.2977347067
399	0.2977199855
400	0.2977055446
401	0.2976938567
402	0.2976877372
403	0.29767729
404	0.2976657087
405	0.2976524818
406	0.2976407485
407	0.2976365147
408	0.29763428
409	0.2976206534
410	0.297610497
411	0.2976000984
412	0.2975888723
413	0.297587863
414	0.2975840284
415	0.2975687604
416	0.2975564968
417	0.2975460179
418	0.2975357224
419	0.2975212604
420	0.2975092966
421	0.2974995962
422	0.2974960537
423	0.2974857814
424	0.2974729028
425	0.2974662089
426	0.2974543207
427	0.2974455886
428	0.2974402632
429	0.2974320814
430	0.2974272382
431	0.2974206451
432	0.297416023
433	0.2974107116
434	0.2974004782
435	0.2973907367
436	0.2973773754
437	0.297368167
438	0.2973561806
439	0.2973520544
440	0.2973456829
441	0.2973418215
442	0.2973380187
443	0.2973213189
444	0.2973105439
445	0.2973086339
446	0.2973035823
447	0.2972918727
448	0.2972860413
449	0.2972814006
450	0.2972730444
451	0.2972726607
452	0.2972614349
453	0.2972487031
454	0.2972423969
455	0.2972382367
456	0.2972289831
457	0.2972222331
458	0.2972199035
459	0.2972050354
460	0.2972047142
461	0.2971949476
462	0.2971880096
463	0.2971778255
464	0.297171131
465	0.2971606657
466	0.2971581886
467	0.2971479366
468	0.29714247
469	0.2971289993
470	0.2971183747
471	0.2971041085
472	0.2970916314
473	0.2970892398
474	0.2970769456
475	0.297072478
476	0.2970618622
477	0.2970486788
478	0.2970458097
479	0.2970367713
480	0.2970292491
481	0.2970275964
482	0.2970204465
483	0.2970116674
484	0.2970007776
485	0.2969949433
486	0.2969848642
487	0.2969807414
488	0.2969714084
489	0.2969613753
490	0.2969606104
491	0.2969546744
492	0.2969493212
493	0.2969407341
494	0.2969314243
495	0.2969256961
496	0.2969186456
497	0.296911181
498	0.2969068223
499	0.2968990787
500	0.2968897619
501	0.2968788972
502	0.2968684063
503	0.2968602395
504	0.2968593346
505	0.2968488715
506	0.296844289
507	0.2968396406
508	0.2968303851
509	0.2968209486
510	0.2968091005
511	0.2968011512
512	0.2967942154
513	0.2967869424
514	0.2967714048
515	0.2967625002
516	0.2967506498
517	0.2967406672
518	0.2967312739
519	0.296725479
520	0.2967216535
521	0.2967135812
522	0.2967010797
523	0.296690085
524	0.2966824485
525	0.2966821384
526	0.2966714003
527	0.2966608352
528	0.2966573088
529	0.296647003
530	0.2966371887
531	0.2966309146
532	0.2966294087
533	0.2966228567
534	0.2966221304
535	0.2966126384
536	0.29660139
537	0.2965902433
538	0.2965805087
539	0.2965745077
540	0.2965706181
541	0.2965694774
542	0.2965658437
543	0.2965614732
544	0.2965532262
545	0.2965459223
546	0.2965367352
547	0.2965352343
548	0.2965317637
549	0.2965262956
550	0.2965224707
551	0.2965163311
552	0.2965125973
553	0.2965091331
554	0.2965038345
555	0.2964961128
556	0.296490196
557	0.2964830762
558	0.2964725759
559	0.2964701733
560	0.2964637077
561	0.2964561931
562	0.2964475742
563	0.2964434163
564	0.2964345342
565	0.2964272678
566	0.2964261636
567	0.2964166274
568	0.296412084
569	0.2964119561
570	0.2964038913
571	0.2963937886
572	0.2963850857
573	0.2963779595
574	0.2963693176
575	0.2963633272
576	0.296354353
577	0.2963513912
578	0.2963385775
579	0.2963318242
580	0.2963256179
581	0.2963132845
582	0.2963046975
583	0.2963005622
584	0.2962908332
585	0.2962836787
586	0.29627632
587	0.2962672021
588	0.2962582834
589	0.2962488772
590	0.296241488
591	0.2962329584
592	0.2962287718
593	0.2962179103
594	0.2962145721
595	0.2962055852
596	0.2961996097
597	0.2961959534
598	0.2961871923
599	0.2961856289
600	0.2961776496
601	0.2961758424
602	0.2961670492
603	0.2961642395
604	0.2961588698
605	0.2961481011
606	0.29613952
607	0.2961316606
608	0.2961264991
609	0.2961190642
610	0.2961119874
611	0.2961038326
612	0.2960944859
613	0.2960861188
614	0.296072998
615	0.2960666768
616	0.2960591996
617	0.2960554258
618	0.2960471008
619	0.2960469086
620	0.2960384017
621	0.2960286609
622	0.2960228281
623	0.2960171304
624	0.2960142091
625	0.2960111642
626	0.2960038196
627	0.2959985127
628	0.2959978199
629	0.2959920705
630	0.2959898355
631	0.2959870359
632	0.2959791497
633	0.2959728647
634	0.295964357
635	0.2959593164
636	0.2959537446
637	0.2959485916
638	0.2959413409
639	0.2959353071
640	0.2959331926
641	0.2959323562
642	0.2959296768
643	0.2959281263
644	0.2959216554
645	0.2959170941
646	0.2959127881
647	0.2959033963
648	0.2958954751
649	0.2958917913
650	0.2958846872
651	0.29588212
652	0.2958753083
653	0.2958673542
654	0.2958657374
655	0.2958611962
656	0.2958555326
657	0.2958493758
658	0.2958369556
659	0.2958299433
660	0.2958217214
661	0.2958156306
662	0.2958108565
663	0.2958034417
664	0.2958009765
665	0.2957945458
666	0.2957829583
667	0.2957732336
668	0.2957680862
669	0.2957586599
670	0.2957528069
671	0.2957426539
672	0.2957368806
673	0.2957287323
674	0.2957206695
675	0.295711172
676	0.2957053172
677	0.2956952545
678	0.2956845041
679	0.2956774287
680	0.2956713492
681	0.2956685925
682	0.2956626
683	0.2956561214
684	0.2956542773
685	0.2956458013
686	0.2956422978
687	0.2956380406
688	0.2956364402
689	0.2956317779
690	0.2956295264
691	0.2956231885
692	0.2956127757
693	0.2956099037
694	0.295603157
695	0.2955960423
696	0.2955870354
697	0.2955838893
698	0.2955816384
699	0.295574835
700	0.2955672208
701	0.2955608466
702	0.2955502666
703	0.2955450827
704	0.2955364806
705	0.2955354398
706	0.2955275808
707	0.2955221951
708	0.295514944
709	0.2955120553
710	0.2955112424
711	0.2955040696
712	0.2955004985
713	0.2954943423
714	0.2954873161
715	0.2954809924
716	0.2954770161
717	0.2954754236
718	0.2954708773
719	0.2954682824
720	0.2954612367
721	0.2954591567
722	0.2954522649
723	0.2954496593
724	0.2954441811
725	0.2954397836
726	0.2954301438
727	0.2954216213
728	0.2954163252
729	0.2954095085
730	0.2954003968
731	0.2953939681
732	0.2953889883
733	0.2953840078
734	0.2953777276
735	0.2953696629
736	0.2953653901
737	0.2953581915
738	0.2953487301
739	0.2953427718
740	0.2953344481
741	0.2953304937
742	0.2953278606
743	0.2953208718
744	0.2953180033
745	0.2953129288
746	0.2953060284
747	0.2953014195
748	0.2952983163
749	0.2952978962
750	0.2952929396
751	0.2952851
752	0.2952798671
753	0.2952786434
754	0.295274488
755	0.2952699438
756	0.2952647998
757	0.2952602521
758	0.2952570475
